FREQ,Frequenza,REF_AREA,Territorio,DATA_TYPE,Indicatore,SEX,Sesso,TYPE_OF_DEGREE,Tipo di laurea,PLACE_OF_WORK,Luogo di lavoro,Y_JOB_SEARCH,Ricerca di lavoro,YEAR_EDUC_ATTAINEM,Anno di conseguimento del titolo,TIME_PERIOD,Osservazione,OBS_STATUS,'Stato dell"'osservazione',NOTE_REF_AREA,Territorio (NOTE_REF_AREA),NOTE_DATA_TYPE,Indicatore (NOTE_DATA_TYPE),NOTE_SEX,Sesso (NOTE_SEX),NOTE_TYPE_OF_DEGREE,Tipo di laurea (NOTE_TYPE_OF_DEGREE),NOTE_PLACE_OF_WORK,Luogo di lavoro (NOTE_PLACE_OF_WORK),NOTE_Y_JOB_SEARCH,Ricerca di lavoro (NOTE_Y_JOB_SEARCH),NOTE_YEAR_EDUC_ATTAINEM,Anno di conseguimento del titolo (NOTE_YEAR_EDUC_ATTAINEM),NOTE_TIME_PERIOD,Tempo (NOTE_TIME_PERIOD),BASE_PER,Anno base,UNIT_MEAS,Unità di misura,UNIT_MULT,Unità di moltiplicazione
A,Annuale,IT,Italia,LOOK,Laureati che non avevano già una laurea di II livello che cercano lavoro,1,Maschi,99,Totale,ITAFOR,Sia italia sia estero,9,Totale,2011,2011,2015,29695,,,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,LOOK,Laureati che non avevano già una laurea di II livello che cercano lavoro,1,Maschi,99,Totale,ALL,Tutte le voci,9,Totale,2011,2011,2015,43604,,,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,LOOK,Laureati che non avevano già una laurea di II livello che cercano lavoro,2,Femmine,72,Laurea di I livello,ONLITA,Solo Italia,9,Totale,2011,2011,2015,23561,,,,,,,,,TITOLO_STUDIO__72_N1,Il titolo di studio che si consegue dopo aver completato un corso di laurea di durata triennale,,,,,,,,,,,,,,
A,Annuale,IT,Italia,LOOK,Laureati che non avevano già una laurea di II livello che cercano lavoro,2,Femmine,72,Laurea di I livello,ONLFOR,Solo estero,9,Totale,2011,2011,2015,821,,,,,,,,,TITOLO_STUDIO__72_N1,Il titolo di studio che si consegue dopo aver completato un corso di laurea di durata triennale,,,,,,,,,,,,,,
A,Annuale,IT,Italia,LOOK,Laureati che non avevano già una laurea di II livello che cercano lavoro,2,Femmine,72,Laurea di I livello,ITAFOR,Sia italia sia estero,9,Totale,2011,2011,2015,21309,,,,,,,,,TITOLO_STUDIO__72_N1,Il titolo di studio che si consegue dopo aver completato un corso di laurea di durata triennale,,,,,,,,,,,,,,
A,Annuale,IT,Italia,LOOK,Laureati che non avevano già una laurea di II livello che cercano lavoro,2,Femmine,72,Laurea di I livello,ALL,Tutte le voci,9,Totale,2011,2011,2015,45691,,,,,,,,,TITOLO_STUDIO__72_N1,Il titolo di studio che si consegue dopo aver completato un corso di laurea di durata triennale,,,,,,,,,,,,,,
A,Annuale,IT,Italia,LOOK,Laureati che non avevano già una laurea di II livello che cercano lavoro,2,Femmine,73,Laurea di II livello,ONLITA,Solo Italia,9,Totale,2011,2011,2015,16264,,,,,,,,,TITOLO_STUDIO__73_N1,'Il titolo di studio che si consegue dopo aver completato un corso di laurea specialistica/magistrale biennale oppure specialistica/magistrale a ciclo unico, comprese le lauree della durata 4–6 anni del vecchio ordinamento',,,,,,,,,,,,,,
A,Annuale,IT,Italia,LOOK,Laureati che non avevano già una laurea di II livello che cercano lavoro,2,Femmine,73,Laurea di II livello,ONLFOR,Solo estero,9,Totale,2011,2011,2015,433,,,,,,,,,TITOLO_STUDIO__73_N1,'Il titolo di studio che si consegue dopo aver completato un corso di laurea specialistica/magistrale biennale oppure specialistica/magistrale a ciclo unico, comprese le lauree della durata 4–6 anni del vecchio ordinamento',,,,,,,,,,,,,,
A,Annuale,IT,Italia,LOOK,Laureati che non avevano già una laurea di II livello che cercano lavoro,2,Femmine,73,Laurea di II livello,ITAFOR,Sia italia sia estero,9,Totale,2011,2011,2015,13304,,,,,,,,,TITOLO_STUDIO__73_N1,'Il titolo di studio che si consegue dopo aver completato un corso di laurea specialistica/magistrale biennale oppure specialistica/magistrale a ciclo unico, comprese le lauree della durata 4–6 anni del vecchio ordinamento',,,,,,,,,,,,,,
A,Annuale,IT,Italia,LOOK,Laureati che non avevano già una laurea di II livello che cercano lavoro,2,Femmine,73,Laurea di II livello,ALL,Tutte le voci,9,Totale,2011,2011,2015,30002,,,,,,,,,TITOLO_STUDIO__73_N1,'Il titolo di studio che si consegue dopo aver completato un corso di laurea specialistica/magistrale biennale oppure specialistica/magistrale a ciclo unico, comprese le lauree della durata 4–6 anni del vecchio ordinamento',,,,,,,,,,,,,,
A,Annuale,IT,Italia,LOOK,Laureati che non avevano già una laurea di II livello che cercano lavoro,2,Femmine,99,Totale,ONLITA,Solo Italia,9,Totale,2011,2011,2015,39825,,,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,LOOK,Laureati che non avevano già una laurea di II livello che cercano lavoro,2,Femmine,99,Totale,ONLFOR,Solo estero,9,Totale,2011,2011,2015,1254,,,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,LOOK,Laureati che non avevano già una laurea di II livello che cercano lavoro,2,Femmine,99,Totale,ITAFOR,Sia italia sia estero,9,Totale,2011,2011,2015,34613,,,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,LOOK,Laureati che non avevano già una laurea di II livello che cercano lavoro,2,Femmine,99,Totale,ALL,Tutte le voci,9,Totale,2011,2011,2015,75693,,,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,LOOK,Laureati che non avevano già una laurea di II livello che cercano lavoro,9,Totale,72,Laurea di I livello,ONLITA,Solo Italia,9,Totale,2011,2011,2015,30654,,,,,,,,,TITOLO_STUDIO__72_N1,Il titolo di studio che si consegue dopo aver completato un corso di laurea di durata triennale,,,,,,,,,,,,,,
A,Annuale,IT,Italia,LOOK,Laureati che non avevano già una laurea di II livello che cercano lavoro,9,Totale,72,Laurea di I livello,ONLFOR,Solo estero,9,Totale,2011,2011,2015,1637,,,,,,,,,TITOLO_STUDIO__72_N1,Il titolo di studio che si consegue dopo aver completato un corso di laurea di durata triennale,,,,,,,,,,,,,,
A,Annuale,IT,Italia,LOOK,Laureati che non avevano già una laurea di II livello che cercano lavoro,9,Totale,72,Laurea di I livello,ITAFOR,Sia italia sia estero,9,Totale,2011,2011,2015,39538,,,,,,,,,TITOLO_STUDIO__72_N1,Il titolo di studio che si consegue dopo aver completato un corso di laurea di durata triennale,,,,,,,,,,,,,,
A,Annuale,IT,Italia,LOOK,Laureati che non avevano già una laurea di II livello che cercano lavoro,9,Totale,72,Laurea di I livello,ALL,Tutte le voci,9,Totale,2011,2011,2015,71830,,,,,,,,,TITOLO_STUDIO__72_N1,Il titolo di studio che si consegue dopo aver completato un corso di laurea di durata triennale,,,,,,,,,,,,,,
A,Annuale,IT,Italia,LOOK,Laureati che non avevano già una laurea di II livello che cercano lavoro,9,Totale,73,Laurea di II livello,ONLITA,Solo Italia,9,Totale,2011,2011,2015,21586,,,,,,,,,TITOLO_STUDIO__73_N1,'Il titolo di studio che si consegue dopo aver completato un corso di laurea specialistica/magistrale biennale oppure specialistica/magistrale a ciclo unico, comprese le lauree della durata 4–6 anni del vecchio ordinamento',,,,,,,,,,,,,,
A,Annuale,IT,Italia,LOOK,Laureati che non avevano già una laurea di II livello che cercano lavoro,9,Totale,73,Laurea di II livello,ONLFOR,Solo estero,9,Totale,2011,2011,2015,1111,,,,,,,,,TITOLO_STUDIO__73_N1,'Il titolo di studio che si consegue dopo aver completato un corso di laurea specialistica/magistrale biennale oppure specialistica/magistrale a ciclo unico, comprese le lauree della durata 4–6 anni del vecchio ordinamento',,,,,,,,,,,,,,
A,Annuale,IT,Italia,LOOK,Laureati che non avevano già una laurea di II livello che cercano lavoro,9,Totale,73,Laurea di II livello,ITAFOR,Sia italia sia estero,9,Totale,2011,2011,2015,24770,,,,,,,,,TITOLO_STUDIO__73_N1,'Il titolo di studio che si consegue dopo aver completato un corso di laurea specialistica/magistrale biennale oppure specialistica/magistrale a ciclo unico, comprese le lauree della durata 4–6 anni del vecchio ordinamento',,,,,,,,,,,,,,
A,Annuale,IT,Italia,LOOK,Laureati che non avevano già una laurea di II livello che cercano lavoro,9,Totale,73,Laurea di II livello,ALL,Tutte le voci,9,Totale,2011,2011,2015,47467,,,,,,,,,TITOLO_STUDIO__73_N1,'Il titolo di studio che si consegue dopo aver completato un corso di laurea specialistica/magistrale biennale oppure specialistica/magistrale a ciclo unico, comprese le lauree della durata 4–6 anni del vecchio ordinamento',,,,,,,,,,,,,,
A,Annuale,IT,Italia,LOOK,Laureati che non avevano già una laurea di II livello che cercano lavoro,9,Totale,99,Totale,ONLITA,Solo Italia,9,Totale,2011,2011,2015,52240,,,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,LOOK,Laureati che non avevano già una laurea di II livello che cercano lavoro,9,Totale,99,Totale,ONLFOR,Solo estero,9,Totale,2011,2011,2015,2748,,,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,LOOK,Laureati che non avevano già una laurea di II livello che cercano lavoro,9,Totale,99,Totale,ITAFOR,Sia italia sia estero,9,Totale,2011,2011,2015,64309,,,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,LOOK,Laureati che non avevano già una laurea di II livello che cercano lavoro,9,Totale,99,Totale,ALL,Tutte le voci,9,Totale,2011,2011,2015,119297,,,,,,,,,,,,,,,,,,,,,,,,
